LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-75.206209,39.9690387,4102,OGDEN ST,AB,,,,19104,886740095,6fe85ffddef02977
-75.2071252,39.9565177,4215,CHESTNUT ST,A,,,,19104,272012837,a9767341c0cbe589
-75.2071252,39.9565177,4215,CHESTNUT ST,B,,,,19104,272012839,46e6a17201df7dd2
-75.2071252,39.9565177,4215,CHESTNUT ST,C,,,,19104,272012841,a166854dac25162f
-75.2071252,39.9565177,4215,CHESTNUT ST,D,,,,19104,272012843,d916601b5ac1a0d4
-75.2071252,39.9565177,4215,CHESTNUT ST,E,,,,19104,272012845,c8568e93d32c52c8
-75.1907945,39.9572737,61-63,N 34TH ST,,,,,19104,885317880,b4613cc2f0876ce7
-75.196723,39.9662735,714,N 37TH ST,,,,,19104,243081500,d56705727886e7c8
-75.1948986,39.943977,697,UNIVERSITY AVE,,,,,19104,875100620,0c179cc3e23a29dd
-75.2076623,39.9723822,4120R-74,POPLAR ST,,,,,19104,062152400,22a9183b5cdc9b74
-75.206656,39.945981,7022,GLENMORE AVE,,,,,19104,875105290,74730f52332fe217
-75.2070844,39.9741453,4103,LEIDY AVE,,,,,19104,881819450,64b9ff8cb8130e38
-75.201641,39.9503163,3922,PINE ST,,,,,19104,773528900,ae414ab080f923c4
-75.2102135,39.9570563,4415,CHESTNUT ST,,,,,19104,882244000,a6618aca860f3fed
-75.1988088,39.9727768,1037,N 38TH ST,,,,,19104,875100360,622af581956c9113
-75.2009513,39.9603062,3914-38,BARING ST,,,,,19104,885982440,8d7d0a6420a59097
-75.2059013,39.9670074,4100,BROWN ST,AD,,,,19104,886740075,8bf289b421e1faa9
-75.2099274,39.9674978,820,N 43RD ST,,,,,19104,871511020,8a2f2fc7bef7c714
-75.2104487,39.9702249,916,N 43RD ST,,,,,19104,062316700,60a3fd4a3e64c84c
-75.2123655,39.9669792,801-17,N 45TH ST,,,,,19104,886810818,6e219611f774cba1
-75.2116465,39.9669948,809,LEX ST,,,,,19104,886810810,445ab931eca51939
-75.2038908,39.9677692,4012,RENO ST,,,,,19104,062397150,b07edd125d825af2
-75.205093,39.9737306,4020,W GIRARD AVE,,,,,19104,885070940,fc1f763c2ae32f0f
-75.1947437,39.9605536,3619-21,PEARL ST,,,,,19104,241158805,10111cce56dc646d
-75.2010069,39.962775,3939-41,LANCASTER AVE,,,,,19104,881428830,5c56c98c043ad54c
-75.1919066,39.9572076,3400,LANCASTER AVE,,,,,19104,885632700,df048a7dd95d6a16
-75.2086039,39.9499175,4229,BALTIMORE AVE,,,,,19104,881616401,76063d9635c6eac1
-75.2087097,39.9499181,4231,BALTIMORE AVE,,,,,19104,881616402,572855fa805014ae
-75.1978916,39.9636163,3811-13,HAVERFORD AVE,,,,,19104,242050410,314686cc08815759
-75.1851077,39.9521919,2929L,WALNUT ST,,,,,19104,883063410,e1f7a8ebc84cb628
-75.199484,39.9737303,3800,CAMBRIDGE ST,,,,,19104,243206900,0b01d9d5cbec30b6
-75.2115457,39.9536759,243,S 45TH ST,,,,,19104,881618505,164dbd7f2924dda3
-75.1887762,39.9611653,3207,PEARL ST,,,,,19104,241157800,06b890ddfb0a4ee6
-75.2103661,39.955341,4401-11,WALNUT ST,,,,,19104,881121800,b4a9a706d9b8d657
-75.1958421,39.9643895,631,N 37TH ST,,,,,19104,242176600,e5775de0618ee750
-75.20668,39.9582854,4215,FILBERT ST,,,,,19104,061010000,b660bb75d34ba661
-75.2040571,39.958296,4067,FILBERT ST,,,,,19104,061008300,a894d51cadf90743
-75.198523,39.9609011,3834,LANCASTER AVE,,,,,19104,871530120,33c2a10fea3f726f
-75.2017855,39.9679146,813,UNION ST,,,,,19104,243152610,4e7b4d36e0992678
-75.2039609,39.9698262,883,WIOTA ST,,,,,19104,062235000,70cf45279697502b
-75.2093629,39.9571582,19,S 44TH ST,,,,,19104,881850676,624e45bb5bc1a630
-75.2032232,39.9588513,4028,POWELTON AVE,,,,,19104,061011400,7761ece28c273309
-75.2030848,39.9604924,4017,BARING ST,,,,,19104,061027205,01cee1751dd0ecd1
-75.1963381,39.9637461,3707,HAVERFORD AVE,,,,,19104,881818713,87b2241a59c3b759
-75.1957594,39.9598808,3711,LANCASTER AVE,,,,,19104,241141900,43db8737d91044dd
-75.2012439,39.9662701,3930,ASPEN ST,,,,,19104,243039500,4214ca6362760ea7
-75.2024696,39.9676413,3959,BROWN ST,,,,,19104,243123910,ace2acfb18284ff8
-75.2049626,39.9593385,313,N 41ST ST,,,,,19104,886810066,6f7a8afa419ae0c0
-75.2022472,39.964458,639,N 40TH ST,,,,,19104,242242000,a413ef7adb3c8955
-75.1983753,39.9654382,3816-18,FAIRMOUNT AVE,,,,,19104,242124810,7a6a046c03021ed6
-75.196435,39.9673626,755,N 37TH ST,,,,,19104,243079100,5e7ec5ee0b238cc4
-75.2097917,39.9661078,738,N 43RD ST,,,,,19104,061287100,324194c90ed81379
-75.207148,39.9742264,4105,LEIDY AVE,,,,,19104,062194000,e43d825c583b9a0c
-75.2022783,39.9567511,16,S 40TH ST,,,,,19104,871535980,f11dc9c1d993c767
-75.2010445,39.9680651,3914,RENO ST,,,,,19104,243128400,95ba5ca3d4def448
-75.2014547,39.9543432,3925,WALNUT ST,,,,,19104,881600508,f3fe7874fbcbd7c2
-75.2117915,39.9520521,4423,PINE ST,,,,,19104,885634060,b67f46166fe9672b
-75.2049177,39.9743377,4020,PARKSIDE AVE,,,,,19104,062218500,476b83998d3d485e
-75.2066958,39.9493898,509,S 42ND ST,,,,,19104,881611000,774cc887e92cfa96
-75.205862,39.9661573,734-38,N 41ST ST,,,,,19104,884340665,ccbe5f2a34476125
-75.2016022,39.9551355,3926-38,CHESTNUT ST,,,,,19104,773687010,2f783b1de72305f8
-75.203893,39.9594538,316,N PRESTON ST,,,,,19104,061192200,b8ac412223cda193
-75.2025062,39.9583398,41,WIOTA ST,,,,,19104,061170400,ad7f16d4286ac2aa
-75.1994642,39.9612902,3858,LANCASTER AVE,,,,,19104,882018840,60151796b03a96ef
-75.2033864,39.9654635,712,WIOTA ST,,,,,19104,061178400,d325ccaa7e515741
-75.2101899,39.9683875,4317,LANCASTER AVE,,,,,19104,884340685,2880ec0ca46eb282
-75.210082,39.9563308,4404,CHESTNUT ST,,,,,19104,272018800,997426da3dc2d751
-75.2049229,39.9686962,4035,PARRISH ST,,,,,19104,881822370,a36bebd521a0094e
-75.1972703,39.9642504,3725-39,MOUNT VERNON ST,,,,,19104,242076920,cdfdb003e8a02895
-75.2026652,39.9636016,4013,LANCASTER AVE,,,,,19104,871065850,baeecaf546800ac0
-75.2027195,39.9559565,4009,CHESTNUT ST,,,,,19104,271140405,74b6cd25474b32a5
-75.205771,39.9536257,4103,LOCUST ST,,,,,19104,271156000,39ee8608d6e18dce
-75.2079752,39.9668832,4211,LANCASTER AVE,,,,,19104,885060860,38fd7500e2d72d2c
-75.2087509,39.9701586,4213,WESTMINSTER AVE,,,,,19104,062100200,bf75cf8367ae2aaa
-75.2088155,39.9570357,4302,LUDLOW ST,,,,,19104,272009500,06ff347974a871d6
-75.2098624,39.9648407,4301,FAIRMOUNT AVE,,,,,19104,061138400,abf13581e04d6973
-75.2115336,39.9506981,4410,OSAGE AVE,,,,,19104,881614800,14a614ad7dd1379e
-75.2111155,39.9531275,4411-21,SPRUCE ST,,,,,19104,881122300,8140bb3b51c1bf6f
-75.2113393,39.9514516,4408,PINE ST,,,,,19104,272052700,9cb524436991bd89
-75.2115424,39.9503942,4411,LARCHWOOD AVE,,,,,19104,272063600,e9f8eb7004fc228c
-75.2102959,39.9563566,4410,CHESTNUT ST,,,,,19104,272019100,36d8ddb8a668aca1
-75.1927915,39.9655111,614,N SHEDWICK ST,,,,,19104,242157810,ec1a14e4d84a1b12
-75.2070091,39.9684029,828,N HOLLY ST,,,,,19104,062267300,ebc2441315099148
-75.2105297,39.9706937,934,N 43RD ST,,,,,19104,062317600,be355cfb269b7525
-75.2124835,39.9483174,1002,S 45TH ST,,,,,19104,461151300,8f7ce9085231e007
-75.2123957,39.9676198,4430,PARRISH ST,,,,,19104,062056500,c74dfe7e6b758682
-75.196534,39.9679507,3624,BROWN ST,,,,,19104,243062610,07b9a1ffbf7cf353
-75.2077974,39.9693927,875,N 42ND ST,,,,,19104,886810153,943dcb154d690893
-75.2073063,39.9694577,866,N HOLLY ST,,,,,19104,062269000,1556e57dd23cf581
-75.2054162,39.9630368,615,N 41ST ST,,,,,19104,886753800,51d4d7c116d50491
-75.1948338,39.962777,3611,SPRING GARDEN ST,,,,,19104,242005710,dc685cb9ace61d52
-75.19781,39.9629335,3811,BRANDYWINE ST,,,,,19104,242026500,179b83a939536546
-75.2088244,39.969286,875,BROOKLYN ST,,,,,19104,062299200,ecf00fb9d95c2a68
-75.2021268,39.9667437,758,UNION ST,,,,,19104,243107905,634cda90574a5dc7
-75.2086097,39.9650731,4230,OLIVE ST,,,,,19104,061141755,071378737eac29e0
-75.208646,39.9653476,4229,OLIVE ST,,,,,19104,061144355,a8209db3ee27e3e6
-75.2122807,39.9718917,1012-16,BELMONT AVE,,,,,19104,062342700,02b2606e50e05c78
-75.2080209,39.9660483,4215,ASPEN ST,,,,,19104,061153200,69dfddbbaa5cdcb9
-75.1982231,39.9665836,734,N 38TH ST,,,,,19104,886574700,3d5b44815bb13c4b
-75.2084567,39.9639253,615,HUTTON ST,,,,,19104,061273310,ba19b73db7940b9f
-75.1950101,39.9652427,650,N 36TH ST,,,,,19104,242173000,17654086b29ad089
-75.2040489,39.9587873,4046,POWELTON AVE,,,,,19104,061012200,521426206b342009
-75.2052266,39.9655021,719,N 41ST ST,,,,,19104,061218400,8d73cada06a75ff2
-75.2084232,39.9655856,738,BROOKLYN ST,,,,,19104,061270810,c8e11d13e56872f7
-75.1889939,39.9592504,213,N 33RD ST,,,,,19104,241085610,188195c5d01925fe
-75.2084959,39.9539934,4231-41,LOCUST ST,,,,,19104,881121500,0ebcdc8f9bdba81f
-75.1983445,39.9671483,756,N 38TH ST,,,,,19104,243098200,919aafd9c4e64b2e
-75.2007347,39.9663243,3912,ASPEN ST,,,,,19104,243038600,1fa40c0c1b91c3cc
-75.2073152,39.9750602,4106,PARKSIDE AVE,,,,,19104,886850100,fce20a32d2862f43
-75.1976568,39.9661044,711,N 38TH ST,,,,,19104,243092500,b5f32a8c4f1d8e5b
-75.1952354,39.9663782,710,N 36TH ST,,,,,19104,243077000,f5649bb4b164feb3
-75.210169,39.9739175,1208,N 42ND ST,,,,,19104,062292810,c5a522787cc25624
-75.1993326,39.9625551,519,N 39TH ST,,,,,19104,885131004,d05f419a499f91b2
-75.2063349,39.9700294,4102,WESTMINSTER AVE,,,,,19104,062088300,7bee1bbcec884cdc
-75.2086258,39.9682254,845,BROOKLYN ST,,,,,19104,062297900,f91ba77ca573085c
-75.18861,39.9611837,3201,PEARL ST,,,,,19104,241157500,00845eca127be6dc
-75.1892072,39.9628408,3210-20,SPRING GARDEN ST,,,,,19104,884345070,2ef29af63bf89d1b
-75.1885836,39.9609389,3202,PEARL ST,,,,,19104,241155200,dbc7641367c1aa55
-75.1946158,39.9615871,3608,HAMILTON ST,,,,,19104,241183000,f54fd9b9481fd616
-75.1946982,39.9620121,3607,HAMILTON ST,,,,,19104,241192000,54475539eb2f18e8
-75.1943338,39.9595039,3608-16,POWELTON AVE,,,,,19104,884530007,79296cad5ef75fb6
-75.1949332,39.9622887,3608-12,SPRING GARDEN ST,,,,,19104,881561630,261a33ca63ccd059
-75.1974344,39.9603003,3810,LANCASTER AVE,,,,,19104,871530100,2d9210069f855ffc
-75.2041795,39.9622945,532,N PRESTON ST,,,,,19104,061195700,d2645c256a33964d
-75.2014832,39.963942,634,UNION ST,,,,,19104,242236700,99fc62d6424eebbb
-75.2017442,39.9650578,672,UNION ST,,,,,19104,242238600,8ca87f6751bd2f10
-75.1982347,39.9652362,3813,MELON ST,,,,,19104,242115900,0ac6e4e997f56e0e
-75.2005307,39.9651884,3902,FAIRMOUNT AVE,,,,,19104,242225800,7eb819368a6f9ed8
-75.2036033,39.9538698,4008-26,WALNUT ST,,,,,19104,773161001,119b59ff2524fff1
-75.2076854,39.9488032,4205,CHESTER AVE,,,,,19104,881117772,ef1b0e5e9402d774
-75.1906912,39.9626937,3312-20,SPRING GARDEN ST,,,,,19104,884664001,afdedb8c1a56539a
-75.1920814,39.9637864,3408,HAVERFORD AVE,,,,,19104,242034310,6d0b60e3cf7fdb73
-75.1954907,39.9663777,3604,OLIVE ST,,,,,19104,243018501,c47ab48fdce4e0dd
-75.1943808,39.9601803,3611,POWELTON AVE,,,,,19104,881822620,239da2f7dfdf61cb
-75.1972651,39.9678634,3710,BROWN ST,,,,,19104,243063410,bf1fc7bcba15afc5
-75.1984751,39.9665747,3812,ASPEN ST,,,,,19104,243035200,3ae73bcef6cd462a
-75.1984346,39.9663588,3815,OLIVE ST,,,,,19104,243027500,f4028df5107658c4
-75.2004307,39.9647038,3900,MELON ST,,,,,19104,242221100,7ddf4035978849cb
-75.2003094,39.9641308,3908,WALLACE ST,,,,,19104,242215700,011bcfc3aa02580d
-75.2090512,39.9729434,1108,N 42ND ST,,,,,19104,062292000,114622f1c18f342a
-75.2017798,39.9639536,3952,WALLACE ST,,,,,19104,242217900,17ed86f8cced512b
-75.2059486,39.9728897,1113,N 41ST ST,,,,,19104,062248800,3dec897ba3c22026
-75.2044461,39.9730543,1112,N 40TH ST,,,,,19104,885078480,fa2c3f705bedf880
-75.2065444,39.9728238,1112,N 41ST ST,,,,,19104,062256900,65289ec4089e1860
-75.195278,39.9652196,3606,MELON ST,,,,,19104,242104810,e0b54f0e5fcbf4e0
-75.1968423,39.9655818,3710,FAIRMOUNT AVE,,,,,19104,242122800,40f956f703ecae59
-75.2004004,39.9644774,3901,WALLACE ST,,,,,19104,242218900,0fc3363f800a950b
-75.2107898,39.9706671,4312,OTTER ST,,,,,19104,062132800,da253733f17355c4
-75.2037918,39.9584704,30,N PRESTON ST,,,,,19104,061191400,a4cb8e7e890203ef
-75.2037569,39.9698506,882,N 40TH ST,,,,,19104,062232000,439b01f2cfe68538
-75.2104324,39.9740216,4210,W STILES ST,,,,,19104,062184012,3771d8fea503c48e
-75.2108435,39.9709707,4313,OTTER ST,,,,,19104,062135700,c18bcfa964fd615d
-75.2120372,39.9704181,918,BELMONT AVE,,,,,19104,062340100,3158e39a1eed2014
-75.2005055,39.9649704,3905,MELON ST,,,,,19104,242223600,113f3dcc5f52c25a
-75.2064301,39.9704472,4117,WESTMINSTER AVE,,,,,19104,062097500,32503b8bda87b395
-75.2083032,39.9625814,4235,HAVERFORD AVE,,,,,19104,061053100,22268698dbe8d67c
-75.1950207,39.9675396,747,N 36TH ST,,,,,19104,243076000,70fe9400291c84a1
-75.2073021,39.9682169,4135,PARRISH ST,,,,,19104,062061500,550eb399549ad2c8
-75.1901703,39.9658009,657,N 33RD ST,,,,,19104,242143300,397cebf537119990
-75.2101906,39.9672561,4314,RENO ST,,,,,19104,062042800,a9535bb2641756a5
-75.2123135,39.9708003,949,N 45TH ST,,,,,19104,062355700,f723d45410bc3872
-75.2076323,39.9628601,611,BROOKLYN ST,,,,,19104,061260400,db2881e092e038f6
-75.2122625,39.9698282,915,N 45TH ST,,,,,19104,062354000,7a3e9d640c9be387
-75.2125763,39.971826,1015,N 45TH ST,,,,,19104,062358000,cad30dd2cdaf7457
-75.2073349,39.943686,1364,S 45TH ST,,,,,19104,272151300,ed1dbbdcddcd89c4
-75.2051632,39.9528431,243,S 41ST ST,,,,,19104,881607555,30f72095645b6eea
-75.1998899,39.9658706,713,N 39TH ST,,,,,19104,886586590,0b8f876be36c1372
-75.1923704,39.9666992,712,N 34TH ST,,,,,19104,243070600,e2fe53bc30453322
-75.1932266,39.9663821,3435,FAIRMOUNT AVE,,,,,19104,243008100,b90ed7b6d7886b98
-75.1916584,39.9666012,3312,MANTUA AVE,,,,,19104,243000410,b948932009206d3a
-75.2090125,39.9713963,4210,WYALUSING AVE,,,,,19104,062137900,a488914d4afb6367
-75.2044912,39.9720894,4013,WYALUSING AVE,,,,,19104,062143800,9b15a227c07d1dd8
-75.2092939,39.9670655,4215,BROWN ST,,,,,19104,062004700,e0d09a104a0e5858
-75.2094933,39.9681875,820,HUTTON ST,,,,,19104,885083420,c2d509f99ee5cb63
-75.1943784,39.962088,3601,HAMILTON ST,,,,,19104,241191700,3c0a522472545a1e
-75.2104124,39.9660801,763,PALLAS ST,,,,,19104,061289700,7fc6732fb4e23c36
-75.2002856,39.9652196,672,N 39TH ST,,,,,19104,242232310,ea7416bf6f5c3691
-75.1931407,39.9609267,3504,BARING ST,,,,,19104,774068500,2e6685b9159224a1
-75.2077064,39.9702867,4155,WESTMINSTER AVE,,,,,19104,062099400,df1dd99a2a8d5378
-75.2034697,39.9736561,3941,CAMBRIDGE ST,,,,,19104,774086000,7b88dfdeca6c4b21
-75.2004116,39.968592,835,N 39TH ST,,,,,19104,243151500,219e08269ae8cb9c
-75.2012444,39.9651173,673,UNION ST,,,,,19104,242234800,9a385ad0f1f20153
-75.197565,39.9672428,750,N DE KALB ST,,,,,19104,243090710,e1ceab7fe1bea268
-75.2062829,39.9690304,4104,OGDEN ST,,,,,19104,886740105,2d446d5b082e772f
-75.1967143,39.9662244,712,N 37TH ST,,,,,19104,243081410,2aa784eced564b6e
-75.2094335,39.9745581,4162,LEIDY AVE,,,,,19104,062192800,6ca0059f74e555fb
-75.206388,39.9581085,14,N 42ND ST,,,,,19104,061250800,2ca589d9e1615be0
-75.2065307,39.9616509,515,N 42ND ST,,,,,19104,061246400,6e7739627e480989
-75.2025791,39.9681227,3967,RENO ST,,,,,19104,243136900,4ac5f1e28e5d8528
-75.2124912,39.9699615,914,N 45TH ST,,,,,19104,062362100,f71643c8195cd767
-75.2051601,39.9691016,4046-52,OGDEN ST,,,,,19104,886740030,46e92c1e8e286a19
-75.2053876,39.9516085,305,S 41ST ST,,,,,19104,881607610,dc1239a72fed607a
-75.2047615,39.9678858,4021,RENO ST,,,,,19104,062044900,79e299c6eab8b4f3
-75.198292,39.9654471,3814,FAIRMOUNT AVE,,,,,19104,242124710,8e15108c4f9fffbc
-75.2017353,39.9637322,3951,MOUNT VERNON ST,,,,,19104,242214810,35e19bf9ab78aa30
-75.2022279,39.9587362,46,N 40TH ST,,,,,19104,061161620,23d886ae8da6cf3f
-75.2091733,39.9661778,753,N 43RD ST,,,,,19104,061281900,ff384eaba9af48ce
-75.1968909,39.9673256,758,N 37TH ST,,,,,19104,243083700,ad249ed6628bdca2
-75.2092427,39.9671873,4234,LANCASTER AVE,,,,,19104,885057820,99a6295b1264c6b9
-75.1922125,39.9644632,3406,MOUNT VERNON ST,,,,,19104,242058200,6bcc8cb67512ee7b
-75.2096016,39.9626406,4301,HAVERFORD AVE,,,,,19104,061053610,1296635240b55168
-75.2108918,39.9711775,4312,WYALUSING AVE,,,,,19104,062140300,65e30c0032e5b9db
-75.209372,39.9732375,4212,W GIRARD AVE,,,,,19104,062171500,d0fe04d84ee8f94e
-75.2081465,39.9673554,815,BROOKLYN ST,,,,,19104,062296310,1ed3ead033abc818
-75.2032413,39.9738791,1144,UNION ST,,,,,19104,243230500,d8188cc3f4855eb3
-75.2029327,39.9739121,1145,UNION ST,,,,,19104,243228000,77b708d4495e5429
-75.2063037,39.9616735,514,N HOLLY ST,,,,,19104,061238300,9b6664a8b7dfb33e
-75.2059437,39.9617071,515,N HOLLY ST,,,,,19104,061231600,01307a940ad3ae55
-75.211697,39.9673147,815-33,LEX ST,,,,,19104,886810806,ee23c2fdff57007b
-75.2089659,39.9719129,4211,MANTUA AVE,,,,,19104,062114500,8d64da5e709473f7
-75.2039616,39.9582847,4063,FILBERT ST,,,,,19104,061008100,89b43b7655f0789b
-75.1889014,39.9626515,3213,HAMILTON ST,,,,,19104,241187500,00cbc2fa983c897a
-75.2069674,39.9662932,4153,LANCASTER AVE,,,,,19104,871066750,1c86917bbc17c976
-75.1896194,39.9571954,3300R-04,ARCH ST,,,,,19104,885317420,4aa35d7a9f85c044
-75.2096873,39.9628759,611,PALLAS ST,,,,,19104,061289000,5ff41badec9a7eee
-75.2100702,39.962877,604,PALLAS ST,,,,,19104,061291300,b9d3033128ecb64c
-75.1933462,39.9669891,727,N 35TH ST,,,,,19104,243075010,1c63dc1c8c5ed0e5
-75.2011054,39.9683184,3915,RENO ST,,,,,19104,243134710,190d1ca209245a0e
-75.2102842,39.9756158,4204,VIOLA ST,,,,,19104,062206810,96a7c7aebc75e11f
-75.210411,39.9754124,4205,LEIDY AVE,,,,,19104,062199210,458f19b2884b6eb3
-75.2093513,39.9692251,864,BROOKLYN ST,,,,,19104,062303300,fcd68a8fdec2f894
-75.2101774,39.9712594,953,N 43RD ST,,,,,19104,062313600,71feaf51246e7969
-75.2016982,39.9503201,3924,PINE ST,,,,,19104,271091505,fee07cf9031e6a16
-75.1969315,39.966,3713,FAIRMOUNT AVE,,,,,19104,243010400,6fa1d5e3ccefe7e5
-75.2037413,39.9682078,4002,PARRISH ST,,,,,19104,062049100,48225458c362dabf
-75.2037028,39.967999,4001,RENO ST,,,,,19104,062044500,c511991ebbec004d
-75.209077,39.9558935,4313,SANSOM ST,,,,,19104,272022900,34e440adaa521eab
-75.1999155,39.9670083,3866,FOLSOM ST,,,,,19104,243054300,e6d31630149d89d9
-75.2026534,39.9667644,751,N 40TH ST,,,,,19104,243115205,febc7ca699ede84f
-75.2086049,39.9673405,4229,LANCASTER AVE,,,,,19104,871288100,e0e59456fa96812e
-75.1979304,39.9610703,3829,LANCASTER AVE,,,,,19104,241144600,1176104cd1ceca1a
-75.2106084,39.9649638,713,N 44TH ST,,,,,19104,061296510,f43c1d5cde3da7af
-75.2020222,39.9650457,3928,FAIRMOUNT AVE,,,,,19104,242227200,9b854db125ea9a79
-75.2063289,39.9604373,415,N 42ND ST,,,,,19104,061244200,ddf2c13b5a14ce71
-75.20291,39.958369,36,WIOTA ST,,,,,19104,061174300,1aff509896e99e69
-75.2087648,39.9714208,948,N 42ND ST,,,,,19104,062291310,ff121b7e60bac232
-75.2107313,39.9717719,1014,N 43RD ST,,,,,19104,062319600,fa2907411767797d
-75.2085843,39.9648699,4235,FAIRMOUNT AVE,,,,,19104,061137500,31341fd01e89da98
-75.1975924,39.965925,3735,FAIRMOUNT AVE,,,,,19104,243011400,acb08fe98dfbd496
-75.1977911,39.9669675,3737,ASPEN ST,,,,,19104,243044400,4c6641d3904f0fdb
-75.2066627,39.9480193,607-09,S 42ND ST,,,,,19104,881121620,613b2b2c41fa6978
-75.192649,39.9666869,719,N SHEDWICK ST,,,,,19104,243071600,b2ade51c4297b766
-75.2033569,39.9677538,812,N 40TH ST,,,,,19104,885776320,44a659e891517ea3
-75.1983859,39.9658457,3815,FAIRMOUNT AVE,,,,,19104,243012500,1a67e13f8f864d62
-75.2048352,39.9737652,4012,W GIRARD AVE,,,,,19104,885070880,c52b78b79a40bc92
-75.2061188,39.9661777,4103,ASPEN ST,,,,,19104,061151900,700e86bf2fab11df
-75.2098017,39.9509581,4317,OSAGE AVE,,,,,19104,272056000,44fb7ed0ceb85f3b
-75.2026451,39.9595608,313,WIOTA ST,,,,,19104,061172100,9c30b6a57abe0937
-75.2028334,39.9561574,4006R-14,LUDLOW ST,,,,,19104,271136710,282073814310989e
-75.2105854,39.9677299,4326,PARRISH ST,,,,,19104,062054100,b5affcef6cb5d1fe
-75.2090523,39.9741748,4110,W STILES ST,,,,,19104,062182800,2d492fefa3b35c22
-75.1924625,39.9656131,609-13,N SHEDWICK ST,,,,,19104,242156300,2d1d8d6ffdbee9ae
-75.207754,39.9640171,649,BROOKLYN ST,,,,,19104,061261900,123deb4f9bed89f6
-75.1921737,39.9655947,658,N 34TH ST,,,,,19104,886552100,2ba99b508779827d
-75.2085101,39.9516091,4219,PINE ST,,,,,19104,881613330,264fd4afd814a333
-75.1896415,39.9627648,427,N 33RD ST,,,,,19104,881041910,458425d1e0def554
-75.1885445,39.9607075,3213,POWELTON AVE,,,,,19104,241147100,2bd29a6ff8c7a5cb
-75.1954463,39.9657501,3604,FAIRMOUNT AVE,,,,,19104,242122010,973344595b3695e8
-75.1953435,39.9655459,3605,MELON ST,,,,,19104,242112310,cf429ba80ac79e48
-75.1949657,39.9634996,3610,HAVERFORD AVE,,,,,19104,242036500,41abb7d08e3095e7
-75.1966507,39.9645007,3714,WALLACE ST,,,,,19104,242087310,b6ea4d40d68f2aaf
-75.1966092,39.9642829,3705,MOUNT VERNON ST,,,,,19104,242075900,437b321b8301f847
-75.1978991,39.9631386,3812-14,HAVERFORD AVE,,,,,19104,886910240,a581700c9f33f910
-75.2055701,39.9548961,4109,WALNUT ST,,,,,19104,883733000,f86ce9c23d409e4e
-75.2085802,39.9690849,4215,OGDEN ST,,,,,19104,062079100,dbb28068f0963f28
-75.2107537,39.9704685,4313,PENNSGROVE ST,,,,,19104,062129900,86aff5e9360e5e5e
-75.2114527,39.9511582,4409-11,OSAGE AVE,,,,,19104,272057400,0a86c08af564919f
-75.20281,39.96205,4014,GREEN ST,,,,,19104,061038410,00e188e5bcd6c345
-75.1888714,39.9641649,534,N 32ND ST,,,,,19104,886521500,dc856f81ec49d858
-75.2041142,39.9592283,4047,POWELTON AVE,,,,,19104,061019900,704beded87297dd4
-75.1881138,39.9602565,3212,POWELTON AVE,,,,,19104,241074300,73ec51616ef817c7
-75.1933534,39.9624723,3510,SPRING GARDEN ST,,,,,19104,241200900,6ba8103cded3f62f
-75.2079074,39.9711758,4132,MANTUA AVE,,,,,19104,062109000,2ee9fdcee9aa7b02
-75.2031293,39.958178,4047,FILBERT ST,,,,,19104,061007500,aa5d33677834f8c0
-75.2080456,39.9704677,913,N 42ND ST,,,,,19104,886810163,45a433f7dfb1e5e2
-75.2072314,39.9676149,4137,RENO ST,,,,,19104,062046500,b5bca8b7c1a8e367
-75.2109846,39.9717369,1015,PALLAS ST,,,,,19104,062321000,06ee77fc905b4952
-75.2114872,39.9654064,4416,ASPEN ST,,,,,19104,061150810,478407746d4d5351
-75.2113929,39.9646577,4417,FAIRMOUNT AVE,,,,,19104,061139210,41f82a35a3bfddd1
-75.1986736,39.9674781,3815,FOLSOM ST,,,,,19104,243057500,5c39efaf063e7d2f
-75.2076561,39.9515057,4201,PINE ST,,,,,19104,881613310,5cf83bd940f0217f
-75.2099729,39.965525,4304,ASPEN ST,,,,,19104,886740235,a1c0f7f2397a79f3
-75.2107166,39.9701505,4312,PENNSGROVE ST,,,,,19104,062124700,0a7fe92826c4ad50
-75.1931836,39.9660651,3428,FAIRMOUNT AVE,,,,,19104,242121300,92148d663e434aa5
-75.2104412,39.9701832,914,N 43RD ST,,,,,19104,062316600,bed58bbb0ab530d2
-75.2102837,39.9718178,1015,N 43RD ST,,,,,19104,062314600,b9c0beb46ffa733d
-75.2087635,39.9573808,4303,LUDLOW ST,,,,,19104,886508400,a1b879ea6508fb3b
-75.1985482,39.9682875,814,N 38TH ST,,,,,19104,243148610,5c7ad97a30664267
-75.2003017,39.9680911,815,N 39TH ST,,,,,19104,243150500,c23866cc7a856340
-75.2097313,39.9691833,855,N 43RD ST,,,,,19104,062309910,8e963b46b3cae714
-75.1961627,39.9656942,677,N 37TH ST,,,,,19104,886573900,20d9575c563b423f
-75.2047303,39.9676381,4022,RENO ST,,,,,19104,062040200,c4c51cb5b8cbbf3f
-75.2071939,39.9628953,608,N 42ND ST,,,,,19104,061254800,23f47d8e53982dd8
-75.2104708,39.963847,631,N 44TH ST,,,,,19104,061294610,775010b279bb3d16
-75.2084098,39.9633633,4232,WALLACE ST,,,,,19104,061095500,30235b43f7b1db9a
