LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH,preciselyID,livingSquareFootage,saleAmount,buildingID,buildingType,elevation,maximumElevation,minimumElevation,buildingArea
-75.206209,39.9690387,4102,OGDEN ST,AB,Philadelphia,University City,West Philadelphia,19104,886740095,6fe85ffddef02977,,,,B000CTRV1G0R,Residential,113.0,114.0,112.0,912.0
-75.2071252,39.9565177,4215,CHESTNUT ST,A,Philadelphia,University City,West Philadelphia,19104,272012837,a9767341c0cbe589,P0000JCD8L2K,,,B000CTQ2IAN0,Mixed,76.0,87.0,73.0,55727.0
-75.2071252,39.9565177,4215,CHESTNUT ST,B,Philadelphia,University City,West Philadelphia,19104,272012839,46e6a17201df7dd2,P0000JCD8L2K,,,B000CTQ2IAN0,Mixed,76.0,87.0,73.0,55727.0
-75.2071252,39.9565177,4215,CHESTNUT ST,C,Philadelphia,University City,West Philadelphia,19104,272012841,a166854dac25162f,P0000JCD8L2K,,,B000CTQ2IAN0,Mixed,76.0,87.0,73.0,55727.0
-75.2071252,39.9565177,4215,CHESTNUT ST,D,Philadelphia,University City,West Philadelphia,19104,272012843,d916601b5ac1a0d4,P0000JCD8L2K,,,B000CTQ2IAN0,Mixed,76.0,87.0,73.0,55727.0
-75.2071252,39.9565177,4215,CHESTNUT ST,E,Philadelphia,University City,West Philadelphia,19104,272012845,c8568e93d32c52c8,P0000JCD8L2K,,,B000CTQ2IAN0,Mixed,76.0,87.0,73.0,55727.0
-75.1907945,39.9572737,61-63,N 34TH ST,,Philadelphia,University City,West Philadelphia,19104,885317880,b4613cc2f0876ce7,,,,B000CTQ2BMZ7,Unknown,79.0,80.0,78.0,754.0
-75.196723,39.9662735,714,N 37TH ST,,Philadelphia,University City,West Philadelphia,19104,243081500,d56705727886e7c8,P0000JCBUH09,1148.0,,B000CTQ2A75U,Residential,88.0,88.0,87.0,694.0
-75.1948986,39.943977,697,UNIVERSITY AVE,,Philadelphia,University City,West Philadelphia,19104,875100620,0c179cc3e23a29dd,P0000JCD8LC1,,,,,,,,
-75.2076623,39.9723822,4120R-74,POPLAR ST,,Philadelphia,University City,West Philadelphia,19104,62152400,22a9183b5cdc9b74,,,,B000CTQ2CKC7,Mixed,114.0,115.0,113.0,1040.0
-75.206656,39.945981,7022,GLENMORE AVE,,Philadelphia,University City,West Philadelphia,19104,875105290,74730f52332fe217,,,,,,,,,
-75.2070844,39.9741453,4103,LEIDY AVE,,Philadelphia,University City,West Philadelphia,19104,881819450,64b9ff8cb8130e38,P0000JCCWIZG,4980.0,6000.0,B000CTRV1QN9,Residential,105.0,106.0,104.0,1928.0
-75.201641,39.9503163,3922,PINE ST,,Philadelphia,University City,West Philadelphia,19104,773528900,ae414ab080f923c4,P0000JCBULQF,1920.0,,B000CTQ2E5BM,Residential,85.0,85.0,79.0,743.0
-75.2102135,39.9570563,4415,CHESTNUT ST,,Philadelphia,University City,West Philadelphia,19104,882244000,a6618aca860f3fed,P0000JCBUOJK,57300.0,320000.0,B000CTQ2EI9S,Residential,72.0,74.0,68.0,10981.0
-75.1988088,39.9727768,1037,N 38TH ST,,Philadelphia,University City,West Philadelphia,19104,875100360,622af581956c9113,P0000JCD8JRV,,,,,,,,
-75.2009513,39.9603062,3914-38,BARING ST,,Philadelphia,University City,West Philadelphia,19104,885982440,8d7d0a6420a59097,,,,,,,,,
-75.2059013,39.9670074,4100,BROWN ST,AD,Philadelphia,University City,West Philadelphia,19104,886740075,8bf289b421e1faa9,,,,B000CTRV1MPX,Residential,116.0,116.0,115.0,2008.0
-75.2099274,39.9674978,820,N 43RD ST,,Philadelphia,University City,West Philadelphia,19104,871511020,8a2f2fc7bef7c714,P0000JCBUKD5,1760.0,3581.0,B000CTQ2AFO6,Mixed,114.0,115.0,114.0,1179.0
-75.2104487,39.9702249,916,N 43RD ST,,Philadelphia,University City,West Philadelphia,19104,62316700,60a3fd4a3e64c84c,P0000JCD8JDK,,,,,,,,
-75.2123655,39.9669792,801-17,N 45TH ST,,Philadelphia,University City,West Philadelphia,19104,886810818,6e219611f774cba1,,,,B000CTQ2DS8M,Mixed,101.0,105.0,101.0,1149.0
-75.2116465,39.9669948,809,LEX ST,,Philadelphia,University City,West Philadelphia,19104,886810810,445ab931eca51939,P0000JCD8LQD,,,,,,,,
-75.2038908,39.9677692,4012,RENO ST,,Philadelphia,University City,West Philadelphia,19104,62397150,b07edd125d825af2,P0000JCBUFHI,1242.0,35000.0,B000CTQ2BAIP,Residential,111.0,111.0,108.0,1538.0
-75.205093,39.9737306,4020,W GIRARD AVE,,Philadelphia,University City,West Philadelphia,19104,885070940,fc1f763c2ae32f0f,P0000JCD8JK7,,170000.0,,,,,,
-75.1947437,39.9605536,3619-21,PEARL ST,,Philadelphia,University City,West Philadelphia,19104,241158805,10111cce56dc646d,,,,,,,,,
-75.2010069,39.962775,3939-41,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,881428830,5c56c98c043ad54c,,,,B000CTQ2FZKF,Residential,100.0,101.0,98.0,2848.0
-75.1919066,39.9572076,3400,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,885632700,df048a7dd95d6a16,P0000JCCWJL7,,,B000CTRV1HQ8,Unknown,82.0,88.0,69.0,68625.0
-75.2086039,39.9499175,4229,BALTIMORE AVE,,Philadelphia,University City,West Philadelphia,19104,881616401,76063d9635c6eac1,P0000JCD8LOK,3900.0,1050000.0,B000CTQ2DBUG,Residential,56.0,57.0,55.0,1895.0
-75.2087097,39.9499181,4231,BALTIMORE AVE,,Philadelphia,University City,West Philadelphia,19104,881616402,572855fa805014ae,P0000JCCWJYF,3900.0,1050000.0,B000CTQ2AFPV,Residential,56.0,57.0,55.0,1820.0
-75.1978916,39.9636163,3811-13,HAVERFORD AVE,,Philadelphia,University City,West Philadelphia,19104,242050410,314686cc08815759,,,,B000CTQ2F3JO,Residential,93.0,93.0,92.0,1301.0
-75.1851077,39.9521919,2929L,WALNUT ST,,Philadelphia,University City,West Philadelphia,19104,883063410,e1f7a8ebc84cb628,P0000JCMYM75,,,B000CTRV0ZCU,Unknown,13.0,13.0,13.0,211.0
-75.199484,39.9737303,3800,CAMBRIDGE ST,,Philadelphia,University City,West Philadelphia,19104,243206900,0b01d9d5cbec30b6,P0000JCD8JI3,,,,,,,,
-75.2115457,39.9536759,243,S 45TH ST,,Philadelphia,University City,West Philadelphia,19104,881618505,164dbd7f2924dda3,P0000JCBUOZC,9878.0,399000.0,B000CTQ2EY96,Residential,85.0,86.0,82.0,1295.0
-75.1887762,39.9611653,3207,PEARL ST,,Philadelphia,University City,West Philadelphia,19104,241157800,06b890ddfb0a4ee6,P0000JCBUKTE,1590.0,25000.0,B000CTQ2GAS4,Residential,84.0,86.0,82.0,964.0
-75.2103661,39.955341,4401-11,WALNUT ST,,Philadelphia,University City,West Philadelphia,19104,881121800,b4a9a706d9b8d657,,,,B000CTQ2JQKI,Mixed,63.0,70.0,62.0,24793.0
-75.1958421,39.9643895,631,N 37TH ST,,Philadelphia,University City,West Philadelphia,19104,242176600,e5775de0618ee750,P0000JCD8LLU,,1200.0,B000CTQ2I2CA,Mixed,102.0,104.0,100.0,2111.0
-75.20668,39.9582854,4215,FILBERT ST,,Philadelphia,University City,West Philadelphia,19104,61010000,b660bb75d34ba661,P0000JCBUE41,720.0,54000.0,B000CTRV0YLM,Residential,94.0,94.0,89.0,543.0
-75.2040571,39.958296,4067,FILBERT ST,,Philadelphia,University City,West Philadelphia,19104,61008300,a894d51cadf90743,P0000JCBUTKI,784.0,113000.0,B000CTQ2JDCC,Residential,91.0,92.0,89.0,612.0
-75.198523,39.9609011,3834,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,871530120,33c2a10fea3f726f,P0000JCBURXB,1860.0,,B000CTQ2FHMA,Unknown,104.0,107.0,104.0,805.0
-75.2017855,39.9679146,813,UNION ST,,Philadelphia,University City,West Philadelphia,19104,243152610,4e7b4d36e0992678,P0000JCD8L8V,,,,,,,,
-75.2039609,39.9698262,883,WIOTA ST,,Philadelphia,University City,West Philadelphia,19104,62235000,70cf45279697502b,P0000JCD8KOE,,6000.0,,,,,,
-75.2093629,39.9571582,19,S 44TH ST,,Philadelphia,University City,West Philadelphia,19104,881850676,624e45bb5bc1a630,P0000JCD8KUA,5035.0,255000.0,,,,,,
-75.2032232,39.9588513,4028,POWELTON AVE,,Philadelphia,University City,West Philadelphia,19104,61011400,7761ece28c273309,P0000JCD8KWD,1740.0,242000.0,B000CTQ2HJSZ,Residential,97.0,97.0,95.0,2119.0
-75.2030848,39.9604924,4017,BARING ST,,Philadelphia,University City,West Philadelphia,19104,61027205,01cee1751dd0ecd1,P0000JCD8JNP,,680000.0,,,,,,
-75.1963381,39.9637461,3707,HAVERFORD AVE,,Philadelphia,University City,West Philadelphia,19104,881818713,87b2241a59c3b759,P0000JCD8JC8,,600000.0,,,,,,
-75.1957594,39.9598808,3711,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,241141900,43db8737d91044dd,P0000JCCWKFP,1980.0,541500.0,B000CTQ2JU2N,Residential,95.0,96.0,93.0,1086.0
-75.2012439,39.9662701,3930,ASPEN ST,,Philadelphia,University City,West Philadelphia,19104,243039500,4214ca6362760ea7,P0000JCD8JNV,,22500.0,,,,,,
-75.2024696,39.9676413,3959,BROWN ST,,Philadelphia,University City,West Philadelphia,19104,243123910,ace2acfb18284ff8,P0000JCD8JP4,,,,,,,,
-75.2049626,39.9593385,313,N 41ST ST,,Philadelphia,University City,West Philadelphia,19104,886810066,6f7a8afa419ae0c0,P0000JCD8KIQ,2180.0,43456.0,B000CTQ2FKSF,Residential,95.0,96.0,93.0,951.0
-75.2022472,39.964458,639,N 40TH ST,,Philadelphia,University City,West Philadelphia,19104,242242000,a413ef7adb3c8955,P0000JCD8JN7,,130000.0,B000CTRV13SR,Residential,102.0,103.0,101.0,1209.0
-75.1983753,39.9654382,3816-18,FAIRMOUNT AVE,,Philadelphia,University City,West Philadelphia,19104,242124810,7a6a046c03021ed6,,,,B000CTQ2E8CH,Residential,90.0,90.0,90.0,951.0
-75.196435,39.9673626,755,N 37TH ST,,Philadelphia,University City,West Philadelphia,19104,243079100,5e7ec5ee0b238cc4,P0000JCD8KFZ,,,B000CTQ2FSVW,Mixed,81.0,83.0,80.0,701.0
-75.2097917,39.9661078,738,N 43RD ST,,Philadelphia,University City,West Philadelphia,19104,61287100,324194c90ed81379,P0000JCBUG9P,1746.0,219584.0,B000CTQ2DNZ5,Residential,112.0,113.0,111.0,866.0
-75.207148,39.9742264,4105,LEIDY AVE,,Philadelphia,University City,West Philadelphia,19104,62194000,e43d825c583b9a0c,P0000JCD8L0Z,,1600.0,,,,,,
-75.2022783,39.9567511,16,S 40TH ST,,Philadelphia,University City,West Philadelphia,19104,871535980,f11dc9c1d993c767,P0000JCBUTPS,2646.0,705000.0,B000CTQ2EU09,Mixed,98.0,100.0,97.0,1436.0
-75.2010445,39.9680651,3914,RENO ST,,Philadelphia,University City,West Philadelphia,19104,243128400,95ba5ca3d4def448,P0000JCD8JY2,,10100.0,,,,,,
-75.2014547,39.9543432,3925,WALNUT ST,,Philadelphia,University City,West Philadelphia,19104,881600508,f3fe7874fbcbd7c2,P0000JCCWIYV,4560000.0,,B000CTRVUFN1,Unknown,93.0,104.0,88.0,55707.0
-75.2117915,39.9520521,4423,PINE ST,,Philadelphia,University City,West Philadelphia,19104,885634060,b67f46166fe9672b,P0000JCD8KMZ,,750000.0,,,,,,
-75.2049177,39.9743377,4020,PARKSIDE AVE,,Philadelphia,University City,West Philadelphia,19104,62218500,476b83998d3d485e,P0000JCD8LSN,,18500.0,,,,,,
-75.2066958,39.9493898,509,S 42ND ST,,Philadelphia,University City,West Philadelphia,19104,881611000,774cc887e92cfa96,P0000JCCWJA7,3600.0,775000.0,B000CTQ2A75T,Residential,74.0,79.0,73.0,3622.0
-75.205862,39.9661573,734-38,N 41ST ST,,Philadelphia,University City,West Philadelphia,19104,884340665,ccbe5f2a34476125,,,,B000CTQ2D6K4,Mixed,112.0,114.0,110.0,5054.0
-75.2016022,39.9551355,3926-38,CHESTNUT ST,,Philadelphia,University City,West Philadelphia,19104,773687010,2f783b1de72305f8,,,,B000CTRV14KK,Mixed,100.0,103.0,98.0,12936.0
-75.203893,39.9594538,316,N PRESTON ST,,Philadelphia,University City,West Philadelphia,19104,61192200,b8ac412223cda193,P0000JCBUSKD,2072.0,485000.0,B000CTQ2CRF6,Residential,101.0,101.0,100.0,881.0
-75.2025062,39.9583398,41,WIOTA ST,,Philadelphia,University City,West Philadelphia,19104,61170400,ad7f16d4286ac2aa,P0000JCBUTLC,1872.0,,B000CTQ2DYLC,Residential,99.0,99.0,97.0,649.0
-75.1994642,39.9612902,3858,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,882018840,60151796b03a96ef,P0000JCBURWR,1700.0,105000.0,B000CTQ2GDAN,Mixed,108.0,109.0,103.0,1338.0
-75.2033864,39.9654635,712,WIOTA ST,,Philadelphia,University City,West Philadelphia,19104,61178400,d325ccaa7e515741,P0000JCD8LEZ,,13601.0,,,,,,
-75.2101899,39.9683875,4317,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,884340685,2880ec0ca46eb282,P0000JCD8LST,13980.0,,B000CTQ2CAXP,Mixed,116.0,117.0,113.0,7456.0
-75.210082,39.9563308,4404,CHESTNUT ST,,Philadelphia,University City,West Philadelphia,19104,272018800,997426da3dc2d751,P0000JCCWJIM,3040.0,800000.0,B000CTQ2FFNB,Residential,64.0,66.0,61.0,1463.0
-75.2049229,39.9686962,4035,PARRISH ST,,Philadelphia,University City,West Philadelphia,19104,881822370,a36bebd521a0094e,P0000JCCWJ1Q,39774.0,3047754.0,B000CTRV12RZ,Residential,115.0,115.0,110.0,14241.0
-75.1972703,39.9642504,3725-39,MOUNT VERNON ST,,Philadelphia,University City,West Philadelphia,19104,242076920,cdfdb003e8a02895,,,,,,,,,
-75.2026652,39.9636016,4013,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,871065850,baeecaf546800ac0,P0000JCBUHM8,2222.0,,B000CTQ2F1IC,Residential,107.0,109.0,103.0,906.0
-75.2027195,39.9559565,4009,CHESTNUT ST,,Philadelphia,University City,West Philadelphia,19104,271140405,74b6cd25474b32a5,P0000JCD8J8T,3900.0,165000.0,B000CTQ2AKKR,Mixed,95.0,96.0,92.0,3515.0
-75.205771,39.9536257,4103,LOCUST ST,,Philadelphia,University City,West Philadelphia,19104,271156000,39ee8608d6e18dce,P0000JCBURBH,3162.0,34000.0,B000CTRV1I82,Residential,81.0,82.0,81.0,1464.0
-75.2079752,39.9668832,4211,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,885060860,38fd7500e2d72d2c,P0000JCD8K1C,,145000.0,,,,,,
-75.2087509,39.9701586,4213,WESTMINSTER AVE,,Philadelphia,University City,West Philadelphia,19104,62100200,bf75cf8367ae2aaa,P0000JCBUK90,1398.0,9402.0,B000CTQ2GN4L,Residential,111.0,111.0,110.0,862.0
-75.2088155,39.9570357,4302,LUDLOW ST,,Philadelphia,University City,West Philadelphia,19104,272009500,06ff347974a871d6,P0000JCBUEIW,1500.0,270000.0,B000CTQ2HQJ6,Residential,80.0,82.0,79.0,898.0
-75.2098624,39.9648407,4301,FAIRMOUNT AVE,,Philadelphia,University City,West Philadelphia,19104,61138400,abf13581e04d6973,P0000JCD8LS7,,15600.0,,,,,,
-75.2115336,39.9506981,4410,OSAGE AVE,,Philadelphia,University City,West Philadelphia,19104,881614800,14a614ad7dd1379e,P0000JCD8K2P,3600.0,,B000CTQ2D6I6,Residential,97.0,98.0,96.0,1615.0
-75.2111155,39.9531275,4411-21,SPRUCE ST,,Philadelphia,University City,West Philadelphia,19104,881122300,8140bb3b51c1bf6f,,,,B000CTRV1R36,Mixed,77.0,81.0,68.0,10036.0
-75.2113393,39.9514516,4408,PINE ST,,Philadelphia,University City,West Philadelphia,19104,272052700,9cb524436991bd89,P0000JCD8JSR,2700.0,395000.0,B000CTQ2AIXD,Residential,92.0,92.0,89.0,1444.0
-75.2115424,39.9503942,4411,LARCHWOOD AVE,,Philadelphia,University City,West Philadelphia,19104,272063600,e9f8eb7004fc228c,P0000JCBUO2F,2250.0,,B000CTQ2AN0M,Residential,86.0,91.0,85.0,1451.0
-75.2102959,39.9563566,4410,CHESTNUT ST,,Philadelphia,University City,West Philadelphia,19104,272019100,36d8ddb8a668aca1,P0000JCBUOGQ,3202.0,630000.0,B000CTQ2G65G,Residential,65.0,68.0,62.0,1401.0
-75.1927915,39.9655111,614,N SHEDWICK ST,,Philadelphia,University City,West Philadelphia,19104,242157810,ec1a14e4d84a1b12,P0000JCD8LA3,756.0,500.0,,,,,,
-75.2070091,39.9684029,828,N HOLLY ST,,Philadelphia,University City,West Philadelphia,19104,62267300,ebc2441315099148,P0000JCBUFU5,720.0,,B000CTRV1ONR,Residential,113.0,113.0,110.0,379.0
-75.2105297,39.9706937,934,N 43RD ST,,Philadelphia,University City,West Philadelphia,19104,62317600,be355cfb269b7525,P0000JCD8JDG,1180.0,,B000CTQ2GXEX,Residential,118.0,118.0,117.0,758.0
-75.2124835,39.9483174,1002,S 45TH ST,,Philadelphia,University City,West Philadelphia,19104,461151300,8f7ce9085231e007,P0000JCBUNRE,3240.0,325000.0,B000CTRV1GO0,Residential,79.0,80.0,74.0,1495.0
-75.2123957,39.9676198,4430,PARRISH ST,,Philadelphia,University City,West Philadelphia,19104,62056500,c74dfe7e6b758682,P0000JCBUGM9,1200.0,3500.0,B000CTQ2DN6S,Residential,109.0,109.0,108.0,677.0
-75.196534,39.9679507,3624,BROWN ST,,Philadelphia,University City,West Philadelphia,19104,243062610,07b9a1ffbf7cf353,P0000JCD8LEI,,,B000CTQ2EFHX,Mixed,81.0,81.0,80.0,771.0
-75.2077974,39.9693927,875,N 42ND ST,,Philadelphia,University City,West Philadelphia,19104,886810153,943dcb154d690893,P0000JCCWJEJ,3810.0,23863.0,B000CTQ2DM5C,Residential,112.0,112.0,111.0,1358.0
-75.2073063,39.9694577,866,N HOLLY ST,,Philadelphia,University City,West Philadelphia,19104,62269000,1556e57dd23cf581,P0000JCBUFUW,1880.0,55000.0,B000CTQ2HBPY,Residential,109.0,111.0,109.0,1208.0
-75.2054162,39.9630368,615,N 41ST ST,,Philadelphia,University City,West Philadelphia,19104,886753800,51d4d7c116d50491,P0000JCCWK8Z,1946.0,,B000CTQ2IGQF,Residential,99.0,100.0,98.0,1949.0
-75.1948338,39.962777,3611,SPRING GARDEN ST,,Philadelphia,University City,West Philadelphia,19104,242005710,dc685cb9ace61d52,P0000JCD8JE4,,935000.0,B000CTQ2GWRC,Residential,111.0,112.0,111.0,1384.0
-75.19781,39.9629335,3811,BRANDYWINE ST,,Philadelphia,University City,West Philadelphia,19104,242026500,179b83a939536546,P0000JCD8JYK,,7000.0,,,,,,
-75.2088244,39.969286,875,BROOKLYN ST,,Philadelphia,University City,West Philadelphia,19104,62299200,ecf00fb9d95c2a68,P0000JCBUKB0,1240.0,,B000CTQ2GMTF,Residential,115.0,115.0,114.0,846.0
-75.2021268,39.9667437,758,UNION ST,,Philadelphia,University City,West Philadelphia,19104,243107905,634cda90574a5dc7,P0000JCBUFNC,1542.0,125000.0,B000CTQ2AUGN,Residential,108.0,109.0,104.0,674.0
-75.2086097,39.9650731,4230,OLIVE ST,,Philadelphia,University City,West Philadelphia,19104,61141755,071378737eac29e0,P0000JCD8K2J,,53760.0,,,,,,
-75.208646,39.9653476,4229,OLIVE ST,,Philadelphia,University City,West Philadelphia,19104,61144355,a8209db3ee27e3e6,P0000JCD8KFQ,,53760.0,,,,,,
-75.2122807,39.9718917,1012-16,BELMONT AVE,,Philadelphia,University City,West Philadelphia,19104,62342700,02b2606e50e05c78,,,,B000CTQ2BHMB,Mixed,121.0,121.0,119.0,1923.0
-75.2080209,39.9660483,4215,ASPEN ST,,Philadelphia,University City,West Philadelphia,19104,61153200,69dfddbbaa5cdcb9,P0000JCBUGAA,1180.0,45000.0,B000CTQ2IHG5,Residential,107.0,108.0,107.0,642.0
-75.1982231,39.9665836,734,N 38TH ST,,Philadelphia,University City,West Philadelphia,19104,886574700,3d5b44815bb13c4b,P0000JCBUH3C,1701.0,5000.0,B000CTQ2BIR3,Residential,86.0,86.0,84.0,644.0
-75.2084567,39.9639253,615,HUTTON ST,,Philadelphia,University City,West Philadelphia,19104,61273310,ba19b73db7940b9f,P0000JCD8JNJ,,,,,,,,
-75.1950101,39.9652427,650,N 36TH ST,,Philadelphia,University City,West Philadelphia,19104,242173000,17654086b29ad089,P0000JCD8LAY,,55000.0,,,,,,
-75.2040489,39.9587873,4046,POWELTON AVE,,Philadelphia,University City,West Philadelphia,19104,61012200,521426206b342009,P0000JCBUTIQ,2618.0,8000.0,B000CTRV14C5,Residential,97.0,97.0,95.0,1063.0
-75.2052266,39.9655021,719,N 41ST ST,,Philadelphia,University City,West Philadelphia,19104,61218400,8d73cada06a75ff2,P0000JCD8LS0,,500.0,,,,,,
-75.2084232,39.9655856,738,BROOKLYN ST,,Philadelphia,University City,West Philadelphia,19104,61270810,c8e11d13e56872f7,P0000JCD8JD1,,16785.0,,,,,,
-75.1889939,39.9592504,213,N 33RD ST,,Philadelphia,University City,West Philadelphia,19104,241085610,188195c5d01925fe,,,,,,,,,
-75.2084959,39.9539934,4231-41,LOCUST ST,,Philadelphia,University City,West Philadelphia,19104,881121500,0ebcdc8f9bdba81f,,,,B000CTRV0VGG,Mixed,54.0,72.0,51.0,21363.0
-75.1983445,39.9671483,756,N 38TH ST,,Philadelphia,University City,West Philadelphia,19104,243098200,919aafd9c4e64b2e,P0000JCD8KW4,,96000.0,,,,,,
-75.2007347,39.9663243,3912,ASPEN ST,,Philadelphia,University City,West Philadelphia,19104,243038600,1fa40c0c1b91c3cc,P0000JCD8JB4,,6400.0,,,,,,
-75.2073152,39.9750602,4106,PARKSIDE AVE,,Philadelphia,University City,West Philadelphia,19104,886850100,fce20a32d2862f43,P0000JCCWK7S,4008.0,1825300.0,B000CTQ2D2D6,Residential,111.0,112.0,111.0,1517.0
-75.1976568,39.9661044,711,N 38TH ST,,Philadelphia,University City,West Philadelphia,19104,243092500,b5f32a8c4f1d8e5b,P0000JCBUH2R,1098.0,,B000CTQ2BYOD,Residential,86.0,88.0,85.0,854.0
-75.1952354,39.9663782,710,N 36TH ST,,Philadelphia,University City,West Philadelphia,19104,243077000,f5649bb4b164feb3,P0000JCBUDRK,,39600.0,,,,,,
-75.210169,39.9739175,1208,N 42ND ST,,Philadelphia,University City,West Philadelphia,19104,62292810,c5a522787cc25624,P0000JCD8L54,,26342.0,,,,,,
-75.1993326,39.9625551,519,N 39TH ST,,Philadelphia,University City,West Philadelphia,19104,885131004,d05f419a499f91b2,P0000JCBUDBQ,,150000.0,B000CTQ2CY2X,Mixed,92.0,93.0,91.0,636.0
-75.2063349,39.9700294,4102,WESTMINSTER AVE,,Philadelphia,University City,West Philadelphia,19104,62088300,7bee1bbcec884cdc,P0000JCD8K3D,,5000.0,,,,,,
-75.2086258,39.9682254,845,BROOKLYN ST,,Philadelphia,University City,West Philadelphia,19104,62297900,f91ba77ca573085c,P0000JCBUKBU,964.0,12500.0,B000CTQ2ILA2,Residential,114.0,114.0,113.0,805.0
-75.18861,39.9611837,3201,PEARL ST,,Philadelphia,University City,West Philadelphia,19104,241157500,00845eca127be6dc,P0000JCBUKTB,1026.0,15000.0,B000CTQ2G7W3,Residential,83.0,85.0,83.0,482.0
-75.1892072,39.9628408,3210-20,SPRING GARDEN ST,,Philadelphia,University City,West Philadelphia,19104,884345070,2ef29af63bf89d1b,,,,B000CTQ2AWOM,Mixed,98.0,102.0,89.0,26015.0
-75.1885836,39.9609389,3202,PEARL ST,,Philadelphia,University City,West Philadelphia,19104,241155200,dbc7641367c1aa55,P0000JCBUKTA,1392.0,145000.0,B000CTQ2H022,Residential,81.0,82.0,81.0,754.0
-75.1946158,39.9615871,3608,HAMILTON ST,,Philadelphia,University City,West Philadelphia,19104,241183000,f54fd9b9481fd616,P0000JCBUF9E,2295.0,90000.0,B000CTQ2C9HL,Residential,107.0,107.0,106.0,1212.0
-75.1946982,39.9620121,3607,HAMILTON ST,,Philadelphia,University City,West Philadelphia,19104,241192000,54475539eb2f18e8,P0000JCBUF8L,3495.0,18500.0,B000CTQ2G65Q,Residential,107.0,109.0,106.0,1605.0
-75.1943338,39.9595039,3608-16,POWELTON AVE,,Philadelphia,University City,West Philadelphia,19104,884530007,79296cad5ef75fb6,,,,B000CTRV1QBT,Unknown,98.0,100.0,96.0,5966.0
-75.1949332,39.9622887,3608-12,SPRING GARDEN ST,,Philadelphia,University City,West Philadelphia,19104,881561630,261a33ca63ccd059,,,,B000CTRV21B6,Residential,108.0,109.0,108.0,3086.0
-75.1974344,39.9603003,3810,LANCASTER AVE,,Philadelphia,University City,West Philadelphia,19104,871530100,2d9210069f855ffc,P0000JCCWJUK,2640.0,24000.0,B000CTQ2C7PB,Residential,101.0,102.0,100.0,1144.0
-75.2041795,39.9622945,532,N PRESTON ST,,Philadelphia,University City,West Philadelphia,19104,61195700,d2645c256a33964d,P0000JCCQZLU,6000.0,750000.0,B000CTSQXHR3,Residential,103.0,103.0,102.0,3092.0
-75.2014832,39.963942,634,UNION ST,,Philadelphia,University City,West Philadelphia,19104,242236700,99fc62d6424eebbb,P0000JCD8KPD,,10100.0,,,,,,
-75.2017442,39.9650578,672,UNION ST,,Philadelphia,University City,West Philadelphia,19104,242238600,8ca87f6751bd2f10,P0000JCBUHBQ,2266.0,5000.0,B000CTRV0W7Y,Residential,107.0,107.0,105.0,1011.0
-75.1982347,39.9652362,3813,MELON ST,,Philadelphia,University City,West Philadelphia,19104,242115900,0ac6e4e997f56e0e,P0000JCBUGVK,1000.0,115000.0,B000CTQ2G91O,Residential,88.0,89.0,87.0,520.0
-75.2005307,39.9651884,3902,FAIRMOUNT AVE,,Philadelphia,University City,West Philadelphia,19104,242225800,7eb819368a6f9ed8,P0000JCBUHBG,1864.0,,B000CTQ2ETN0,Residential,104.0,104.0,103.0,887.0
-75.2036033,39.9538698,4008-26,WALNUT ST,,Philadelphia,University City,West Philadelphia,19104,773161001,119b59ff2524fff1,,,,B000CTRV1WXN,Mixed,83.0,85.0,80.0,15377.0
-75.2076854,39.9488032,4205,CHESTER AVE,,Philadelphia,University City,West Philadelphia,19104,881117772,ef1b0e5e9402d774,P0000JCCWJ01,19720.0,4100000.0,B000CTRV1O0P,Residential,69.0,70.0,67.0,5487.0
-75.1906912,39.9626937,3312-20,SPRING GARDEN ST,,Philadelphia,University City,West Philadelphia,19104,884664001,afdedb8c1a56539a,,,,B000CTRV1W9S,Business,105.0,108.0,101.0,24851.0
-75.1920814,39.9637864,3408,HAVERFORD AVE,,Philadelphia,University City,West Philadelphia,19104,242034310,6d0b60e3cf7fdb73,P0000JCBUCLE,2664.0,30000.0,B000CTQ2H2XL,Residential,112.0,112.0,109.0,1317.0
-75.1954907,39.9663777,3604,OLIVE ST,,Philadelphia,University City,West Philadelphia,19104,243018501,c47ab48fdce4e0dd,P0000JCBUDTM,1200.0,26000.0,B000CTRV226M,Residential,94.0,97.0,94.0,697.0
-75.1943808,39.9601803,3611,POWELTON AVE,,Philadelphia,University City,West Philadelphia,19104,881822620,239da2f7dfdf61cb,P0000JCCWJ0K,3850.0,400000.0,B000CTQ2DI86,Residential,100.0,101.0,97.0,2278.0
-75.1972651,39.9678634,3710,BROWN ST,,Philadelphia,University City,West Philadelphia,19104,243063410,bf1fc7bcba15afc5,P0000JCD8LF5,,,B000CTRV1L45,Unknown,77.0,77.0,77.0,474.0
